1,"Moim celem jest uświadomienie głównie nowych sprzedawców (starzy wyjadacze sądzę mają podobne odczucia i wiedzą o, co chodzi) jak i kupujących, którzy nie zawsze nas rozumieją czym się stał portal Allegro po zmianie właściciela pod koniec 2016 r. Otóż został zakupiony nie przez inwestora branżowego, a finansowego (trzy fundusze inwestycyjne). Samo to świadczy, że mamy tutaj do czynienia z optymalizacja platformy w dużej mierze nie pod kątem jej funkcjonalności dla dużej grupy sprzedających (namnażanie ogromnej liczy absurdów,  niczym nieuzasadnionych wymogów, wymagań, zakazów i nakazów, zwykłej złej woli po stronie adminów/konsultantów świadczy o czymś przeciwnym – o czym poniżej za moment), a pod postacią maksymalizacji zysków w każdy uwłaczający zdrowym zasadom rynkowym sposób, czyli wyciągania jak największej ilości gotówki i utrudniania jak się da życia sprzedawcom na platformie, których głos jest niesłyszalny. Absurdów jest tyle, że należałoby chyba napisać osobny podręcznik, nie da się wymienić wszystkich dysfunkcjonalności platformy więc opiszmy wybrane. Zaczynamy:1. SYSTEM TZW. DYSKUSJI1a. Zachwianie zdrowego balansu między racją sprzedawcy a kupującego. Obecnie jest tak, że toksyczny klient, który mimo oczywistych dowodów przedstawionych w dyskusji na jego błąd/celowe działanie podług złej woli lub oszustwo/zwykłą głupotę jest stawiany w roli ofiary, a sprzedawca to synonim czystego zła, które trzeba wyplenić. Na nic twoje racje drogi sprzedawco, bo portal allegro w swoim pseudo-pro-konsumenckim podejściu do klientów łamie i nagina do granic możliwości nawet obowiązujące w Polsce przepisy konsumenckie, które dotyczą kupujących. Regulamin portalu jest obowiązującą wykładnią ponad stosowanym powszechnie krajowym prawem konsumenckim. 1b. Klienci zakładają często tzw. DYSKUSJĘ, czyli po prostu inaczej „spór transakcyjny”  o czym wielu chyba nie ma zielonego pojęcia, traktując to jako formę rozmowy (do czego sam portal allegro ich gorąco zachęca). Coś, co powinno być używane w ostateczności jest przyzwoloną formą kontaktu nawet w chwilę po dokonanym zakupie. Ot niby taka igraszka, niby nic wielkiego powiedzą ci jajogłowi z allegro, nie jest to oczywiście niczym zabawnym dla sprzedawcy. Gdyby faktycznie tak było jak mówią nie stosowaliby przecież nieadekwatnych do przewinienia kar za spóźnioną odpowiedź w dyskusji. Masz na to 24h – spóźnisz się o minutę to czeka się blokada konta i usunięcie przedmiotów z aukcji.  Przykład innego totalnego absurdu z tym związanego? Klient może założyć dyskusję by ci podziękować za transakcję, ot tak informacyjnie, a jak się spóźnisz mu odpisać – to masz z automatu zablokowaną sprzedaż/zawieszone konto. 2. SPRZEDAŻ I SYSTEM PROWIZYJNY2a. Możliwość zakupu przez osobę z zagranicy i wybrania bez żadnych ograniczeń cennika dostawy w obrocie krajowym, polskim (np. przesyłka allegro list polecony za niecałe 7 zł). Na twardą logikę powinna być blokada tego typu działań w ramach funkcjonalności portalu, tymczasem osoba taka podaję np. adres irlandzki, albo każdy inny dowolny nawet Nepalu czy Burkina Faso i masz jej wysłać towar w cenie przesyłki krajowej. Jak się nie dogadasz i nie trafisz na kogoś rozsądnego, tylko na roszczeniowego kupującego, który ma to za przeproszeniem gdzieś – to masz drogi sprzedawco problem. Taka osoba może odpłacić ci niezasadnym negatywem lub dyskusją (patrz wyżej, punkt 1). Do dziś nie zrobiono nic w kierunku naprawy tej absurdalnej sytuacji.2b. Marketingowe i PRowskie zbijanie cenników prowizji do przedziałów między 5%  a 7%. (szopka dla mediów i naiwnych). Podczas gdy w wielu kategoriach jest to dużo więcej, średnio 12%. Weźmy np. kategorię „książki i komiksy” używane, tam uświadczymy 15% prowizję. Podniesiono ją skokowo z 10% na 15%. Brak słów. Do tego w 2020 r. wprowadzono prowizję od kosztów wysyłki więc realna prowizja dla aukcji, które nie są objęte tzw. Smart-em to w omawianym przypadku nawet 18%, czyli prawie 1/5 ceny towaru to prowizja idąca do portalu allegro.  Czemu to zrobiono? Może tłumaczy ten ruch to, że jednocześnie allegro wprowadziło duże sieci/hurtownie handlujące towarem nowym, często po bardzo niskich cenach (tutaj tzw. książką nową/nieantykwaryczną), które mają prowizję na poziomie 9%, a więc w tym momencie sprzedaż używek jest w praktyce coraz mniej opłacalna, nie stanowią też one już atrakcyjnej cenowo konkurencji dla towaru nowego bo zwyczajnie wysokość prowizji względem „nówek” stanowi efekt hamulcowy w ich sprzedaży. Dzieje się tak także w wielu innych kategoriach z używanym rzeczami. Są one niejako skazane na systematyczne tępienie, aż do momentu gdy ostatni gasi światło."
1,"wystawilabym 0 gwiazdek ale nie mozna !!!! allegro ADS jedno wielkie oszustwo !sami mi to wlaczyli i naciagneli mnie na 400zl, kiedy napisalam reklamacje allegro napisalo mi ze i tak zarobilam na tej kampani dlatego ze sprzedaz byla o 5 zlotych wieksza niz cena za kampanie !!!!! oszusci !!!!"
1,To jest jakiś skandal. 100zł prowizji za sprzedaż przedmiotu wartego 1300zł. Nigdy więcej nie skorzystam z usług allegro.
1,"To nie prowizja to haracz. Prowizja za sprzedany, wyróżniony przedmiot, liczona również od kosztów transportu to 20%. Jak się nie wyróżni to się nie sprzeda, złodziejskie praktyki. Niebawem dojdą do takiego absurdu, że sprzedający się zwiną na inną platformę. Mam nadzieję,że szybko to nastąpi."
1,"najwieksze gowno jakie widzialem0 pomocy ze strony allegrosprzedaje sobie konta wszystko jest dobrze i nagle jakies pajace z allegro blokuja mi dostep do sprzedazy bo mialem jakosc sprzedazy nie dopuszczalna przez 2 negatywne oceny ktore byly falszywe i 2 nierozwiazane dyskusje 2 kupujacy nie chca zamknac bo probowali wyludzic pieniadze i allegro nic z tym nie chce zrobictlumacze im ze z tymi negatywnymi opiniami i dyskusjami nie mam co zrobic bo brak kontaktu z kupujacymi gdzie proponowalem za negatywy zwrot/kilka kont wiecej a allegro mi napisalo ze nie sa od tego zeby mi pomoc w takiej sytuacjipozdro 5000 gdzie czepiaja sie 2 falszywych dyskusjach i 2 falszywych negatywach majac same negatywne opinie o allegro i ocena 1,3"
1,"Te systemy Allegro to jakaś kpina.1. Mamy zsynchronizowane ceny z hurtownią. Kiedy na hurtowni dają promocję, wyprzedaże, to nasze ceny towarów automatycznie także maleją. Jednak kiedy akcja promocja się kończy, nie wszystkie towary wracają do starej ceny, bo...Ustawili blokadę zwiększania ceny o 100% jednorazowo.Wtedy klient kupuję u nas za pół ceny, a my mamy towar w hurtowni za pełną cenę, czyli mamy do niego dopłacić - świetnie. Nie wytłumaczysz klientowi, że nie chcesz dopłacać do transakcji (nieraz po kilkaset złotych). Jak nie dopłacisz, to od razu leci negatyw, a o zwrocie prowizji zapomnij, bo to nie wina Allegro.Allegro:Sprzedawcy - 1:02. Kolejna sprawa - PRODUKTYZACJA. Tu jest zdecydowanie lepiej :DJakiś inny sprzedawca wystawi sobie produkt, powpisuje sobie w parametrach towarów co chce i tworzy na Allegro ""produkt"". Później nasze aukcje łączą się z tymi błędnymi produktami automatycznie (jasne, można to kontrolować. Szkoda tylko że, mamy kilka tysięcy aukcji do skontrolowania). Klient u nas kupuje i ma DO NAS pretensję, że w parametrach było napisane jedno, a towar jest całkiem inny.Oczywiście przy zwrocie wpisuje ""reklamacja"" czyli automatycznie ZWROTU PROWIZJI NIE MA - Allegro:Sprzedawcy - 2:03. Allegro od czasu do czasu wprowadza nowe obowiązkowe parametry (marka, kod produktu, seria na przykład). Jak już wspomniałem powyżej - mamy kilka tysięcy aukcji. Jeśli te parametry nie są uzupełniane, to stan magazynowy naszych aukcji nie zmienia się razem ze stanem faktycznym. Tym sposobem, na magazynie zostaje nam na przykład jedna sztuka towaru, a na Allegro widnieje 30sztuk. Klient kupi 10 i nagle zdziwko, bo my mamy tylko jedną. W takim przypadku zazwyczaj klient jest wyrozumiały, ale przy zwrocie prowizji nie zaznacza, że kupił towar przez pomyłkę, tylko coś innego przez co ALLEGRO NIE ZWRACA PROWIZJIAllegro:Sprzedawcy - 3:0Błagam was, przywróćcie stare ""zasady"" i nie zmieniajcie już nic, bo większość zmian jest zdecydowanie na gorsze.Edit.Do odpowiedzi Allegro:1. Nie na temat. Nie korzystamy z promocji ""hit"", ""nowość"", ani żadnych takich. Po prostu automatycznie zmniejszamy cenę.2. Nie na temat. Pisałem o tym, że ktoś pouzupełnia sobie błędnie parametry i my za to odpowiadamy. Nie ma opcji wyłączenia automatycznego łączenia naszych produktów z tymi błędnymi. Co więcej - kiedy zgłaszam nieprawidłowości, to naprawdę trwa to długo zanim to zweryfikują i poprawią. W międzyczasie może wpaść kilka reklamacji i nieuznanych zwrotów prowizji :)3. Nie na temat. Wspieranie sprzedaży i zakupów to jedno. Ale brak możliwości zmniejszenia stanu magazynowego bez tych parametrów to już duże przegięcie.Edit 2.Wszystko co napisaliście w odpowiedzi można zrobić/wprowadzić po ludzku. Jednak odczuwam, że robicie własnie to w ten sposób, żeby nadziać się na brak zwrotów prowizji."
1,"Allegro prowadzi złodziejskie praktyki prowizyjne, zgadzam się z przedmówcami, że czasami ich prowizje są wyższe niż sprzedawców, mają taki monopol na rynku, że nic nie robią tylko podwyższają sobie prowizję. Sprzedawca jest okrajany z przynajmniej połowy swojej marży, a z pozostałości jeszcze musi pokryć pozostałe koszt związane z prowadzeniem działalności tj. pakowanie, wysyłka, pracownik, podatki."
5,"Nie jestem sprzedawca na Allegro a kupującym. Bardzo sobie chwalę zakupy tam robione. Zawsze super kontakt ze sprzedającym, w razie przysłania uszkodzonego produktu od razu zwracają pieniążki.. (zdążyło się to tylko raz a zamawiam tam wszystko już parę lat) nigdy jeszcze się nie zawiodłam."
1,"Jestem Sprzedawcą.Allegro aktualnie prowadzi złodziejskie praktyki z prowizją.Ich prowizja czasami jest taka sama jak moja to kpina, czasem ICH JEST WIEKSZA.sprzedajac przedmiot za 800zł, ja im place 90zł prowizji+ wysyłka paletowa która mnie kosztuje 150zł, im musze zaplacic PROWIZJE za swoja wysyłke!Wiec Płace 120ZŁotych prowizji, a sam mam na przedmiocie 90zł! Prosze nie pisac ze jest to dzielenie sie moim zyskiem z platforma allegro. To jest zabieranie mojego zarobku. Prowizji w takim wypadku owinno byc max 50ZŁ i nie od wysyłki"
1,"Wysokie prowizje, Allegro zarabia więcej na sprzedaży produktu, jak sprzedający. Allegro stał się monopolistą. Niestety tak naprawdę to jest tylko dobry serwis dla kupujących. Myślę, że jakby większość sprzedawców zamknęło swoje biznesy na allegro to zmiękła bym im trochę rura. Mam nadzieję, że w końcu nadejdą te czasy, że większość sprzedawców się postawi, a wtedy Allegro upadnie. Potrzebna jest napewno konkurencja. Jeśli chodzi o prowizje to nieprawda, że jest to 10%, aby produkt byl widoczny w serwisie dla kupujących  należy wykupić full opcje wtedy sprzedaż jest taka jak za starych czasów, ale problem jest w tym, że prowizja wtedy nie wynosi 10% tylko 18-40%"
1,oszusci i zlodzieje wielki syf
1,"Wystawiłem parę rzeczy prywatnych w niedrogich cenach i tylko 2 wyświetlenia przez 14 dniI nie są one odnajdywane przez kupujących. Allegro blokuje w specjalnym programie widoczność moich i waszych ofert, by sprzedawały tylko wyłącznie korporacje, co zostawiaja im ogromne kwoty z prowizji. A zwyklych użytkowników ma gdzieś. A wystawiłem na normalnym allegro. A nie na lokalnie gdzie nikt tu nawet nie zaglada. Zerowa sprzedawalność. Zero zainteresowania na allegro moimi ofertami. Już na OLX więcej sprzedaje Pisałem do allegro - to odpisali mi ze ze wszystko w porzadku. I to nie ich wina. Nie prawda mam dowodyNie polecamDo odpowiedzi allegro z godziny 7.23:To co piszecie to kompletne bzduryZ Wami szkoda dyskutować."
1,Zlodzieje i oszusci. Powymyslali prowizje. Zamykam konto i baybay allegro.
1,"Witam, wystawiłem przedmiot na allegro w sierpniu. Ogromnymi literami napisane było że pierwsze wystawienie jest za darmo. Nikt mnie się nie pytał czy chcę przedłużać to ogłoszenie i nie zakończyłem wystawione ogłoszenie. Dzisiaj musiałem zapłacić 125 zł. Oszuści, naciągacze, złodzieje, wyłudzili i naciągnęli nie zorientowanego na kupę kasy. Nie wystawiać bo was okradną! W odpowiedzi na przesłaną wiadomość od Allegro: A czy ktoś mnie poinformował o konieczności zapoznania się z regulaminem waszej promocji? Czyli tak jak napisałem naciągarstwo. Powinien się tym zainteresować Rzecznik Praw Konsumenta! Z Biedronką porządek zrobili z Wami też powinni."
1,"Niestety firma dba tylko o kasę i wspiera przestępców. Zatrważająca ilość podrób, z którymi allegro niewiele robi. Zgłoszenia pozostają bez odzewu. Mnóstwo firm zarejestrowanych w Chinach, których towar to w 100% podróby. Pobieranie prowizji od kosztów przesyłki godne najgorszego cwaniaka. Dodatkowo opłaty za konta, prowizje od transakcji sprzedaży do których faktycznie nie doszło."
1,"Serwis Allegro oficjalnie w swoim stanowisku stwierdza że łamiące polskie prawo sformułowanie w rodzaju:""albo określone świadczenie albo wystawię negatywną opinię"" w żądaniu wysyłanym do Sprzedającego przez Kupującego a stanowiące działanie przybierające formę wymuszenia na przedsiębiorcy określonego działania poprzez groźbę bezprawną i będące przestępstwem wg Art. 115 § 12 KK- NIE NARUSZA ZASAD SERWISU ALLEGRO !Dla przypomnienia:Art. 115 § 12 Kodeksu karnego: Groźbą bezprawną jest groźba(..) rozgłoszenia wiadomości uwłaczającej czci zagrożonego.Takie stanowisko Allegro w sprawie przedstawił pracownik Allegro @_HolaOla_ w serwisie Allegro spolecznosc.allegro.pl pod dyskusją o numerze 97528... i zakończył swój udział w dyskusjiEdycja na odpowiedź Allegro:Nie interesuje mnie rozmowa z Wasza ekspertką @_HolaOla_  bo nie jestem uczestnikiem tej dyskusji.Moim celem jest tylko pokazanie światu jak Wasz serwis akceptuje łamanie prawa przez użytkowników, poprzez upublicznianie Waszego stanowiska."
1,Suport allegro to są kompletne ameby umysłowe. 13 lat bezproblemowego prowadzenia allegro po czym banują konto za 8 negatywnych komentarzy z uwagi na spóźnioną dostawę towaru. Wszystko uregulowane i pozamykane a oni piszą że po pół roku mam się kontaktować z tymi ludzmi i wysłać im korespondencje z każdym z nich. Mam ich przepraszać ponownie że pół roku temu dostali pare dni później produkt za 14 złotych ?
1,"Obsługa działa na niekorzyść sprzedającego. Kupujący wystawiają fałszywe błędne komentarze co wpływa na pozycjonowanie ofert, a allego to nie obchodzi bo, nie może tego zweryfikować. Nie polecam z całego serca. 0  pomocy, 100% wykorzystanie sprzedawcy i jeszcze brak chęci pomocy mu."
1,"Kochani Sprzedający na Allegro !!!  Zajrzałem do Świstaka.pl, nie można wystawiać, ale można wysyłać pytania. Piszcie do nich, aby w końcu przywrócili tę platformę . Ja już to zrobiłem. Im więcej zgłoszeń , tym większe szanse.    Wejdźie na swistak.pl , kliknijcie w POMOC, na samym dole jest zdanie: ""Jeżeli nadal nie rozwiązałeś swojego problemu skontaktuj się z nami!"" - kliknijcie w to i zostawcie wiadomość: ""Prosimy o reaktywację"". Nie dajmy się traktować jak śmieci, nie płaćmy tych horrendalnych prowizji na Allegro, gdzie Sprzedający traktowany jest jak śmierdzący robal, z którym można robić wszystko !!!Przecież oni żyją z naszych pieniędzy, co do nich po prostu nie dociera. Tylko chciwość nimi kieruje, NIE BĘDZIE NAS, CZYLI SPRZEDAJĄCYCH, NIE BĘDZIE TEŻ ALLEGRO !!!!! Zróbmy to."
1,"Jedna negatywna opinia klienta spowoduje, że wypadniesz z wysyłek SMART. A wrócić możesz za kilka miesięcy jak ci się uda.... (czytaj, jak coś sprzedasz i dostaniesz opinie pozytywne).Odpowiem: Porozumieć z klientem się nie uda bo nie odbiera telefonu i nie odpowiada na emaile. A allegro pozwala na takie niesłuszne oceny. Dodatkowo likwidacja ocen dla kupujących bardzo komplikuje sprawy."
1,"Sprzedałem przedmiot za który kupujący nie zapłacił, po miesiącu negatywny komentarz od tego kupującego.zero reakcji ze strony allegro po prośbie o usunięcie komentrza, dziwne tłumaczenia, że nie mają takich możliwości. Allegro stało sie jedną wielką komedią"
1,"Wrześniowe wydatki miałem raczej skromne z racji wyjazdu na urlop.Zakupione przedmioty mogły dać Allegro jakieś 70-80zł. prowizji. Ale nie dały.Trafiły bezpośrednio do sprzedawców, z pominięciem złodziei z bandy Francoisa."
1,"Jakby mozna bylo dalbym -5Kompletne oszustwo, wyludzanie, zeby za wyroznienie aukcji brac pieniadze a potem jeszcze raz od tego oplate to nawet w skarbowce tak nie robia.Dziekuje za wspolprace i przesylam srodkowy palec"
1,"Tragedia, nie wystawialem nic od paru lat i w koncu jak cos wystawilem poszlo na allegro lokalnie. Wszystko byloby ok bo przedmiot sie sprzedal ale.... Kupujacy nie byl zadowolony i chcial oddac... Kontaktowalismy sie z allegro lokalnie i okazalo sie ze nawet gdy odda to allegro nie odda oplat ktore pobralo za sprzedaz, ponad 250 zl ! Cyrk normalnie. Omijajcje szerokim lukiem jezeli mozecie...."
1,"Złodziejskie gunwno, co pobiera 8% prowizji albo nawet DWANAŚCIE jeżeli wcześniej WYKUPIŁEŚ opcję promowania 2,90 zł dziennie. Czyli jeśli sprzedasz coś, za co promowanie płaciłeś 2,90 DZIENNIE, to dostaniesz wyższą prowizję od sprzedaży, do złodziejskich 12 procent. BANDYCTWO"
1,"Kupujący mimo iż zgodnie z regulaminem allegro nie mógł anulować zamówienia to allegro mu to umożliwiło. Chcę zwrócić pieniądze kupującemu ( nie mam jego danych, tylko wiadomości przez allegro ) niestety po kilkunastodniowej batalii allegro wysyła do mnie coraz to inne sposoby zwrotów które nie działają. W końcu napisałam, żeby się za to wzięli ponieważ termin zwrotu upłynie i wyjdzie na to, że jestem oszustką. Aby zobrazować relacje z allegro w tym temacie to wygląda to tak. Przychodzi chory do lekarza a lekarz do niego - aby wrócił pan do zdrowia to musi pan wyzdrowieć. Po czym odwraca się i sobie idzie. Kontak też tragedia ponieważ ciąglę wysyłają z problemem do swojego fanklubu miłośników allegro a ja nie mam czasu sobie całymi dniami czatować. Potrzebuję nr,rach, kwota, tytuł i to wszystko - robię przelew i sprawa z głowy a nie flirtowanie całymi dniami. Saldo na koncie allegro spokojnie starczy na zwrot. Kupujący nie odpowiada na wiadomości. Allegro kupującemu nie zwraca pieniędzy ( mimo licznych zleceń zwrotu ) ani mi nie podaje danych do zwrotu. A dzisiaj sprzedaż została zablokowana oraz dostałam informację iż zostałam podana na policję. Chory sen wariata. Nie tyle, że nie polecam ale ostrzegam przed allegro. Czekam na dalszy rozwój sytuacji, ponad 7 tyś aukcji skasowane, wypowiedzenie konta na allegro złożone, screeny porobione, mąż adwokat w gotowości. Unikać, wspierać inne polskie serwisy aukcyjne i nie nabierać się na jakieś Smarty bo nikt nie daje prezentów a tak czy siak klient za wszystko zapłaci ( np. przez większą cenę produktu). O prowizjach nie wspomnę ponieważ ktoś tu bardzo trafnie ocenił, że allegro na sprzedaży zarabia więcej niż sprzedający co jest pospolitą patologią. To sprzedający powinien płacić allegro jakąś nieznaczną część z dochodu a nie allegro płaci sprzedającemu jakąś nieznaczną część ze sprzedaży. Unikać, unikać, unikać."
1,"Od ponad miesiąca mam problem ze stroną Allegro. Na pierwszy rzut oka wszystko wygląda poprawnie lecz nie działają żadne funkcje typu licytacja, kup teraz, koszyk czy kontakt z Allegro. Wszystkie zrzuty ekranu im przesłałem lecz do tej pory nie ma żadnych efektów ich pracy nad poprawą poprawnego działania strony. Komputer mam czysty bo został przeinstalowany cały program, przeglądarka najnowsza wersja sprawdzana na 32 i 64 bit i nic z tego. Lecz ja wiem gdzie jest problem i im to powiedziałem lecz się wypierają. Wykupiłem na cały rok tzw. "" SMART "" z darmową wysyłką, więc zablokowali mi w koncie dostęp od niektórych funkcji bym nie robił tak dużo zakupów z dostawą smart. Tak że nie polecam tego portalu."
2,"Prowizje na poziomie 7 % to  wykorzystywanie moopolistycznej pozycji napolskim rynku e-comerce .Na pewno klient nie kupi najtaniej na tej platformie .i jeszce dodatkowe prowizje od ""niesprzedanej oferty"" dodatkowe ,prowizje od sprzedaży  z oferty  wyróżnionej  -prowizje się nakładają masakra .Już udało misię zróżnoważyć sprzedaż na moim sklepie ze sprzdażą na allegro i muśle ,że niedługo zrezygnuję z tej platformy"
5,"Na Allegro kupuję  wyposażenie dla moich gryzoni typu żwirek, trociny, hamaki, karma i siano."
1,"Dziękuję za kolejną spierdoloną zmianę na waszym portalu. Tweraz to dopiero jest nieintuicyjny portal, kto wpada na te poronione pomysły? Nic nie można znaleźć, promocje wszędzie się pchają, a jak wiadomo służą tylko wyłudzeniu kasy. MASAKRA do kwadratu."
1,"niestety jak większośc tutaj nie jestem do końca zadowolany z usług Allegro ( jestem sprzedawcą )Moje pytanie do Was, na jakiej innej platformie oferujecie swoje towary? Nie posiadam sklepu internetowego..."
1,"Allegro? To wspierająca oszustów sprzedawców firma. Mając twarde dowody na winę sprzedającego chroni go ( wiadomo prowizja ).POK to totalna porażka. Nie działa i nie będzie działał. Kupujących  ostrzegam , bo porady typu - złożyć pozew do sądu, udać się do Ochrony praw konsumenta itp, to każdy człowiek by wymyślił.Myślę że jeżeli chcą wejść na giełdę to akcje powinny byc po grosiku."
